raw,processed,label,score
"Sebelumnya, vaksin COVID-19 Pfizer/BioNTech sudah tersedia untuk mereka yang berusia 12-17 tahun, dan perusahaan masih mempelajarinya untuk anak-anak di bawah 5 tahun.",sebelumnya vaksin covid pfizer biontech sudah tersedia untuk mereka yang berusia tahun dan perusahaan masih mempelajarinya untuk anak anak di bawah tahun,neutral,0.9952310919761658
"HOAX
Vaksin Covid-19 mengandung microchip magnetis
FAKTA
Informasi tersebut tdk benar. jumlah cairan vaksin yg disuntikkan hanya 0,5 cc dan akn segera menyebar di seluruh jaringan sekitar, . Sumber : @ccicpolri
#SosialisasiEdukasiProkes
Cipta Kamtibmas Kondusif",isu bohong vaksin covid mengandung microchip magnetis fakta informasi tersebut tidak benar jumlah cairan vaksin yang disuntikkan hanya cc dan akan segera menyebar di seluruh jaringan sekitar sumber cipta keamanan dan ketertiban masyarakat kondusif,negative,0.9982064962387085
"HOAX TENTANG VAKSIN COVID-19
HOAX
Vaksin Covid-19 mengandung microchip magnetis
FAKTA
Informasi tersebut tidak benar. Jubir vaksinasi Covid-19 Kemenkes, dr. Siti Nadia Tarmidzi mengatakan jumlah cairan vaksin yang disuntikkan hanya 0,5 #SosialisasiEdukasiProkes",isu bohong tentang vaksin covid isu bohong vaksin covid mengandung microchip magnetis fakta informasi tersebut tidak benar juru bicara vaksinasi covid kemenkes dari siti nadia tarmidzi mengatakan jumlah cairan vaksin yang disuntikkan hanya,neutral,0.5390890836715698
"@musniumar Kita bisa akhiri pandemi Covid-19 jika kita bersatu melawannya. Sejarah membuktikan, vaksin beberapa kali telah menyelamatkan dunia dari pandemi.
Vaksin adalah salah satu temuan berharga dunia sains. Jangan ragu dan jangan takut ikut vaksinasi.",kita bisa akhiri pandemi covid jika kita bersatu melawannya sejarah membuktikan vaksin beberapa kali telah menyelamatkan dunia dari pandemi vaksin adalah salah satu temuan berharga dunia sains jangan ragu dan jangan takut ikut vaksinasi,positive,0.7921092510223389
"Walau Sudah Divaksin...!!
Ayo Jangan Kendor Patuhi Protokol Kesehatan, Lindungi Diri Dari Covid-19 Selalu Gunakan Masker &amp; Jaga Jarak Selalu.
Ingat Selalu 5M
#VaksinasiTaatProkes5M
@multimedia.humaspolri #bersamacegahcovid19
#ayopakaimasker #kesehatanpuIihekonomibangkit",walau sudah divaksin ayo jangan kendor patuhi protokol kesehatan lindungi diri dari covid selalu gunakan masker amp jaga jarak selalu ingat selalu humaspolri,positive,0.8598091006278992
Dinas Kesehatan Kabupaten Lampura memastikan tidak ada temuan klaster kasus Covid-19 pada sejumlah s... #Kupastuntas #LampungUtara #DinkesLampura #KlasterCovid,dinas kesehatan kabupaten lampura memastikan tidak ada temuan klaster kasus covid pada sejumlah,neutral,0.9981597065925598
"Kita harus mengantisipasi dengan protokol kesehatan dan vaksinasi, kendati kasus Covid-19 di Indonesia terus melandai, kondisi di negara lain masih mengalami fluktuasi dan lonjakan penularan virus corona.
@kemkominfo @PlateJohnny",kita harus mengantisipasi dengan protokol kesehatan dan vaksinasi kendati kasus covid di indonesia terus melandai kondisi di negara lain masih mengalami fluktuasi dan lonjakan penularan virus corona,neutral,0.5872918367385864
It’s a race against time for SA’s vax programme. The @ActuarialSa COVID-19 WG believes there is enough evidence to suggest that SA will experience a 4th wave in Dec. The severity will be determined by whether SA achieves its vaccination targets.,itu race against time untuk sa vax programme the covid wg believes there is enough evidence tryout suggest that sa will experience tahun wave ini dec the severity will be determined by whether sa achieves its vaccination targets,neutral,0.9774984121322632
"Tetapi inilah bentuk tanggungjawab negara dalam rangka melindungi rakyat dari potensi klaster Covid-19 ketika naik pesawat
#AyoVaksinPenerbangan @mahesatiwi @BiLLRaY2019 @Paltiwest @_LOVE_AG4EVER @Rizmaya__ @seruanhl @habibthink",tetapi inilah bentuk tanggungjawab negara dalam rangka melindungi rakyat dari potensi klaster covid ketika naik pesawat,negative,0.9290925860404968
"@Rat_1960 @cawthorme Efficacy is believed to be around 65%
Our bodies really struggle to stay immune to coronavirus, there are several common cold ones, you get them again and again due to this.
The booster is due to wane over time
The above is factual, the next part theory. It is believed good",efficacy is believed tryout be around our bodies really struggle tryout tinggal immune tryout coronavirus there are several common cold ones you get them again dan again due tryout this the booster is due tryout wane over time the above is factual the lanjut patheory itu is believed good,positive,0.5983402132987976
